city_ascii,state_id,state_name,lat,lng,population
Ham Lake,MN,Minnesota,45.2545,-93.2039,16630
Waterville,ME,Maine,44.5441,-69.6624,16623
Camp Pendleton South,CA,California,33.2329,-117.393,16618
Dallas,OR,Oregon,44.9221,-123.313,16612
Easton,MD,Maryland,38.776,-76.0701,16589
Laconia,NH,New Hampshire,43.5725,-71.4775,16584
El Segundo,CA,California,33.917,-118.4018,16575
Republic,MO,Missouri,37.1452,-93.4446,16571
Aberdeen,WA,Washington,46.9757,-123.8094,16571
Lemay,MO,Missouri,38.5325,-90.2845,16565
Country Club Hills,IL,Illinois,41.5636,-87.7251,16564
Mercedes,TX,Texas,26.1533,-97.9128,16561
Gainesville,TX,Texas,33.639,-97.1487,16557
Washington,IL,Illinois,40.705,-89.434,16555
South Venice,FL,Florida,27.0444,-82.4155,16555
New Port Richey,FL,Florida,28.2468,-82.717,16542
Vienna,VA,Virginia,38.8996,-77.2597,16532
Roosevelt,NY,New York,40.6797,-73.5837,16522
Morganton,NC,North Carolina,35.7408,-81.7002,16517
Lake Wales,FL,Florida,27.9195,-81.5961,16515
Live Oak,CA,California,36.986,-121.9804,16508
East Highland Park,VA,Virginia,37.577,-77.3865,16499
Hillcrest Heights,MD,Maryland,38.8373,-76.9641,16498
Wolf Trap,VA,Virginia,38.9395,-77.2842,16497
Four Corners,OR,Oregon,44.929,-122.9732,16491
Buda,TX,Texas,30.0758,-97.8487,16484
Menomonie,WI,Wisconsin,44.8893,-91.9084,16479
New Milford,NJ,New Jersey,40.9337,-74.0196,16477
Artesia,CA,California,33.8676,-118.0805,16456
Hazel Park,MI,Michigan,42.4619,-83.0977,16452
Streetsboro,OH,Ohio,41.2396,-81.3456,16444
Wahiawa,HI,Hawaii,21.5012,-158.0178,16442
Troutdale,OR,Oregon,45.5372,-122.3955,16433
Steiner Ranch,TX,Texas,30.3654,-97.896,16424
Palmetto Estates,FL,Florida,25.6211,-80.3616,16419
Buffalo,MN,Minnesota,45.1794,-93.8644,16413
Vincent,CA,California,34.0983,-117.9238,16405
Ammon,ID,Idaho,43.4745,-111.9568,16403
East Riverdale,MD,Maryland,38.96,-76.9109,16395
Storrs,CT,Connecticut,41.8083,-72.2514,16392
Gainesville,VA,Virginia,38.7931,-77.6347,16391
Fort Hunt,VA,Virginia,38.7361,-77.0589,16383
Pinehurst,NC,North Carolina,35.1922,-79.4684,16382
Donna,TX,Texas,26.1468,-98.0559,16381
Dyersburg,TN,Tennessee,36.0465,-89.3777,16371
Canon City,CO,Colorado,38.443,-105.2203,16369
Red Wing,MN,Minnesota,44.5817,-92.6036,16366
