city_ascii,state_id,state_name,lat,lng,population
Tippecanoe,OH,Ohio,40.2737,-81.2812,97
Rail Road Flat,CA,California,38.3246,-120.5169,97
Rochester,IA,Iowa,41.6747,-91.1509,97
Fruitdale,SD,South Dakota,44.6692,-103.6955,97
Cordova,NE,Nebraska,40.7164,-97.3516,96
Auburn,WV,West Virginia,39.0961,-80.8562,96
Harper,IA,Iowa,41.3637,-92.0509,96
Borup,MN,Minnesota,47.1803,-96.5058,96
Sentinel Butte,ND,North Dakota,46.9195,-103.84,96
Klingerstown,PA,Pennsylvania,40.6588,-76.6931,96
Sour John,OK,Oklahoma,35.6206,-95.1432,96
Campo,CO,Colorado,37.1047,-102.5786,96
Pulcifer,WI,Wisconsin,44.8476,-88.3592,96
Retsof,NY,New York,42.8325,-77.8756,96
Gardner,ND,North Dakota,47.1445,-96.9686,96
Dixon,NE,Nebraska,42.4155,-96.9948,96
Kinsman,IL,Illinois,41.1902,-88.57,96
Dwight Mission,OK,Oklahoma,35.5581,-94.851,96
Beltrami,MN,Minnesota,47.5425,-96.527,96
Hickory Hill,KY,Kentucky,38.2877,-85.5679,96
Lafferty,OH,Ohio,40.1142,-81.019,96
Sarahsville,OH,Ohio,39.8075,-81.4693,96
Iago,TX,Texas,29.2665,-95.963,96
Dunbar,VA,Virginia,36.9733,-82.7459,96
Rocky Comfort,MO,Missouri,36.7424,-94.0904,96
St. Louis,OK,Oklahoma,35.0812,-96.8598,96
Lake Valley,NM,New Mexico,36.0901,-108.1642,96
Ellisville,IL,Illinois,40.6273,-90.306,96
Government Camp,OR,Oregon,45.3022,-121.7527,96
Bow Valley,NE,Nebraska,42.7154,-97.2521,96
Belleair Shore,FL,Florida,27.9173,-82.8455,96
Whiting,WY,Wyoming,42.0089,-104.9711,96
Encantado,NM,New Mexico,35.7934,-105.9111,96
Yorkshire,OH,Ohio,40.3252,-84.4947,95
Council Hill,OK,Oklahoma,35.5558,-95.6525,95
Addington,OK,Oklahoma,34.2431,-97.9661,95
Willard,KS,Kansas,39.0941,-95.9427,95
Chester,AR,Arkansas,35.6778,-94.1778,95
Cedar,MI,Michigan,44.8466,-85.7941,95
Fenwick,WV,West Virginia,38.2287,-80.5803,95
Smoaks,SC,South Carolina,33.0895,-80.8142,95
Brandt,SD,South Dakota,44.6669,-96.6252,95
Swedona,IL,Illinois,41.2801,-90.4433,95
Culver,KS,Kansas,38.9701,-97.7592,95
New Miami Colony,MT,Montana,48.1912,-112.2804,95
Somers,IA,Iowa,42.3788,-94.431,95
Conner,MT,Montana,45.929,-114.1326,95
Oscarville,AK,Alaska,60.7288,-161.7728,95
Berwyn,NE,Nebraska,41.3509,-99.5007,95
Struble,IA,Iowa,42.8944,-96.1946,95
Richland,NE,Nebraska,41.4367,-97.2152,95
Petty,TX,Texas,33.6034,-95.8055,95
Tallapoosa,MO,Missouri,36.5061,-89.817,95
Yankee Lake,OH,Ohio,41.2682,-80.568,95
Manning,ND,North Dakota,47.231,-102.7702,95
Turner,MT,Montana,48.8469,-108.4006,95
Homewood,PA,Pennsylvania,40.8133,-80.3294,95
Worthington,WV,West Virginia,39.4568,-80.2635,95
Bear Creek,CA,California,37.2966,-120.4177,95
Bluff Dale,TX,Texas,32.3497,-98.0249,95
Fleming,MO,Missouri,39.1956,-94.0524,95
McDermitt,NV,Nevada,41.9903,-117.7209,95
Whitney,NE,Nebraska,42.7837,-103.2567,95
Argenta,MT,Montana,45.2788,-112.8607,95
McGregor,ND,North Dakota,48.5957,-102.9281,95
Table Rock,PA,Pennsylvania,39.9097,-77.2197,95
Plush,OR,Oregon,42.4051,-119.8993,95
Pence,WI,Wisconsin,46.4104,-90.2695,95
Jolmaville,WI,Wisconsin,46.433,-90.7498,95
The Rock,GA,Georgia,32.9635,-84.2378,94
Trenton,IA,Iowa,41.066,-91.6395,94
Badger,SD,South Dakota,44.4855,-97.2079,94
Guilford,MO,Missouri,40.1685,-94.7358,94
Spivey,KS,Kansas,37.4484,-98.1658,94
Dexter City,OH,Ohio,39.6593,-81.4739,94
Benedict,ND,North Dakota,47.8301,-101.0843,94
Shirley,IL,Illinois,40.4075,-89.0643,94
Aullville,MO,Missouri,39.0175,-93.6779,94
Davis,SD,South Dakota,43.2595,-96.9945,94
Zarephath,NJ,New Jersey,40.5362,-74.5744,94
St. Helena,NE,Nebraska,42.8106,-97.2489,94
Comstock,NE,Nebraska,41.5572,-99.243,94
Salvo,NC,North Carolina,35.5488,-75.4689,94
Moscow,OH,Ohio,38.8601,-84.2281,94
Havana,ND,North Dakota,45.9517,-97.6185,94
Mappsburg,VA,Virginia,37.576,-75.7593,94
Lewis and Clark Village,MO,Missouri,39.5375,-95.0506,94
Crystal,ND,North Dakota,48.5981,-97.6685,94
Bennington,ID,Idaho,42.3827,-111.3228,94
Wheaton,KS,Kansas,39.502,-96.3189,94
Vernon,IL,Illinois,38.8014,-89.0875,94
Iron City,TN,Tennessee,35.0227,-87.5855,94
Jennings,KS,Kansas,39.6806,-100.2933,94
Verona,ND,North Dakota,46.3626,-98.0771,94
Georgetown,AR,Arkansas,35.1267,-91.4539,94
Trommald,MN,Minnesota,46.5058,-94.0154,94
Wanda,MN,Minnesota,44.3148,-95.2131,94
Turnerville,WY,Wyoming,42.8624,-110.9007,94
Lake City,KS,Kansas,37.3569,-98.8279,94
Midland,VA,Virginia,38.5984,-77.7213,94
Blakeslee,OH,Ohio,41.5243,-84.7309,94
Pulaski,OH,Ohio,41.5108,-84.5079,94
Glasgow,IL,Illinois,39.5487,-90.48,93
Boon,MI,Michigan,44.2877,-85.6013,93
Denton,MO,Missouri,36.0905,-89.8915,93
Cuartelez,NM,New Mexico,35.9929,-106.0196,93
Jovista,CA,California,35.794,-119.1896,93
Nielsville,MN,Minnesota,47.5293,-96.8157,93
Manderson,WY,Wyoming,44.2698,-107.964,93
Robbins,TN,Tennessee,36.3536,-84.5839,93
Highland Beach,MD,Maryland,38.9312,-76.466,93
East Fairview,ND,North Dakota,47.8554,-104.0375,93
Cape Meares,OR,Oregon,45.5153,-123.9536,93
Atwood,OK,Oklahoma,34.9549,-96.3367,93
Sun Valley,AZ,Arizona,34.9834,-110.0374,93
Watrous,NM,New Mexico,35.79,-104.9821,93
Cougar,WA,Washington,46.0493,-122.3034,93
Rangerville,TX,Texas,26.105,-97.7373,93
Diomede,AK,Alaska,65.7536,-168.9219,93
Heartwell,NE,Nebraska,40.5699,-98.7891,93
Garden City,SD,South Dakota,44.9593,-97.5804,93
Westdale,TX,Texas,27.9657,-97.9937,93
Melvin Village,NH,New Hampshire,43.6896,-71.3064,93
Sims,IN,Indiana,40.5006,-85.854,93
Iron Junction,MN,Minnesota,47.419,-92.6086,93
Alder,MT,Montana,45.3216,-112.1093,93
La Cueva,NM,New Mexico,35.8694,-106.6485,93
Angelica,WI,Wisconsin,44.675,-88.3216,93
Elk Creek,NE,Nebraska,40.2883,-96.1269,92
Zurich,KS,Kansas,39.2322,-99.4347,92
Elmer,OK,Oklahoma,34.4808,-99.3521,92
McFarlan,NC,North Carolina,34.8148,-79.9766,92
Glen Lyn,VA,Virginia,37.3727,-80.858,92
Ben Arnold,TX,Texas,30.9589,-96.9731,92
Peaceful Village,MO,Missouri,38.467,-90.5427,92
Plum Branch,SC,South Carolina,33.8482,-82.2587,92
Ricketts,IA,Iowa,42.128,-95.5749,92
Mount Auburn,IN,Indiana,39.8123,-85.1905,92
La Boca,NM,New Mexico,36.9945,-107.6065,92
Bishop Hill,IL,Illinois,41.1998,-90.1175,92
Esmond,ND,North Dakota,48.033,-99.7647,92
Bruceton Mills,WV,West Virginia,39.6594,-79.6406,92
Shellytown,PA,Pennsylvania,40.4091,-78.2105,92
Big Lagoon,CA,California,41.1593,-124.1301,92
Regan,ND,North Dakota,47.1568,-100.5273,92
Zion,SC,South Carolina,34.2587,-79.3116,92
Farwell,NE,Nebraska,41.2156,-98.628,92
Bruno,NE,Nebraska,41.283,-96.9607,92
Calzada,PR,Puerto Rico,18.0054,-66.564,92
Dacoma,OK,Oklahoma,36.6596,-98.5635,92
Hazel Run,MN,Minnesota,44.7484,-95.7165,92
Rock House,AZ,Arizona,33.6318,-110.9456,92
Coburn,PA,Pennsylvania,40.8653,-77.4634,92
Leon,OK,Oklahoma,33.8773,-97.4291,92
Ramos,TX,Texas,26.428,-99.027,92
Palmyra,VA,Virginia,37.8652,-78.2627,92
New Cambria,KS,Kansas,38.879,-97.5066,92
Kickapoo Site 1,KS,Kansas,39.7145,-95.6484,92
Bowmore,NC,North Carolina,34.9358,-79.2999,92
Needmore,PA,Pennsylvania,39.8474,-78.1432,92
Londonderry,VT,Vermont,43.2278,-72.8083,92
Point Isabel,IN,Indiana,40.4206,-85.8219,91
Floyd,NM,New Mexico,34.2288,-103.5526,91
Moffett,OK,Oklahoma,35.4059,-94.4552,91
Manchester,KS,Kansas,39.0933,-97.3201,91
Bowman,TN,Tennessee,36.0586,-85.0305,91
Guion,AR,Arkansas,35.9269,-91.9389,91
Smithfield,NE,Nebraska,40.5733,-99.7409,91
Sellers,SC,South Carolina,34.2826,-79.4724,91
Odessa,MN,Minnesota,45.2622,-96.3335,91
Coleharbor,ND,North Dakota,47.5425,-101.2214,91
Holloway,MN,Minnesota,45.2441,-95.9112,91
Redfield,KS,Kansas,37.8366,-94.882,91
Iola,IL,Illinois,38.8341,-88.6279,91
Jansen,NE,Nebraska,40.1839,-97.0848,91
Lowell Point,AK,Alaska,60.0629,-149.4898,91
Mansfield,SD,South Dakota,45.2465,-98.5581,91
Clontarf,MN,Minnesota,45.377,-95.677,91
Lake Davis,CA,California,39.8564,-120.463,91
Hat Creek,CA,California,40.8101,-121.4809,91
Ashton,SD,South Dakota,44.9931,-98.4991,91
Pentress,WV,West Virginia,39.7101,-80.1684,91
Dennis,OK,Oklahoma,36.5433,-94.8693,91
Green Hill,IN,Indiana,40.4135,-87.1122,91
Airport Heights,TX,Texas,26.4087,-98.8367,91
Isabella,OK,Oklahoma,36.2354,-98.3354,91
Peoria,CO,Colorado,39.6649,-104.1456,91
Sheffield,VT,Vermont,44.5996,-72.116,91
Solen,ND,North Dakota,46.3873,-100.7958,90
Putnam,TX,Texas,32.3703,-99.1955,90
C-Road,CA,California,39.7627,-120.577,90
Darwin,CA,California,36.2688,-117.589,90
Cow Creek,SD,South Dakota,44.5538,-100.4754,90
Tarrytown,GA,Georgia,32.3187,-82.5595,90
Somerset,CO,Colorado,38.9268,-107.4725,90
Baldwin Park,MO,Missouri,38.7938,-94.2465,90
Dallas,SD,South Dakota,43.2379,-99.5175,90
Nile,WA,Washington,46.8349,-120.9438,90
Odin,KS,Kansas,38.5654,-98.6087,90
Pickwick,MN,Minnesota,43.9815,-91.4946,90
Atlanta,NE,Nebraska,40.3684,-99.4732,90
Dewey,IL,Illinois,40.3193,-88.2833,90
Ringgold,MD,Maryland,39.7092,-77.5688,90
Utting,AZ,Arizona,33.8544,-113.9129,90
Bock,MN,Minnesota,45.7845,-93.5528,90
King and Queen Court House,VA,Virginia,37.6683,-76.8781,90
Hedrick,IN,Indiana,40.3031,-87.4924,90
Viola,ID,Idaho,46.8389,-117.0189,90
Alfred,TX,Texas,27.8742,-97.9799,90
Tradesville,SC,South Carolina,34.7705,-80.5487,90
Panola,OK,Oklahoma,34.9273,-95.2099,90
Shell,WY,Wyoming,44.5346,-107.7844,90
Luke,MD,Maryland,39.4766,-79.0593,90
Bentley,OK,Oklahoma,34.2174,-96.0797,90
Los Cerrillos,NM,New Mexico,35.4272,-106.1212,90
Marietta,TX,Texas,33.1735,-94.5425,90
Costilla,NM,New Mexico,36.9786,-105.5353,89
Chuathbaluk,AK,Alaska,61.5746,-159.2489,89
Chelsea,WI,Wisconsin,45.2927,-90.3054,89
Fort Ransom,ND,North Dakota,46.5244,-97.931,89
Grace City,ND,North Dakota,47.5513,-98.8039,89
Oklaunion,TX,Texas,34.1294,-99.1443,89
Vail,PA,Pennsylvania,40.7011,-78.2139,89
Henry,NE,Nebraska,41.998,-104.0461,89
Landess,IN,Indiana,40.6126,-85.5592,89
Big Arm,MT,Montana,47.7936,-114.2701,89
South Lead Hill,AR,Arkansas,36.3956,-92.9063,89
Allport,AR,Arkansas,34.5399,-91.7839,89
Fair Oaks,OK,Oklahoma,36.1611,-95.691,89
Camas,MT,Montana,47.6179,-114.6561,89
Silver Star,MT,Montana,45.6875,-112.285,89
Burnt Prairie,IL,Illinois,38.2509,-88.2585,89
Mount Moriah,MO,Missouri,40.3293,-93.7971,89
Rockingham,GA,Georgia,31.5441,-82.4145,89
Wilburn,AR,Arkansas,35.5087,-91.8884,89
Blackburn,OK,Oklahoma,36.3731,-96.5965,89
Powhattan,KS,Kansas,39.7619,-95.6342,89
Emington,IL,Illinois,40.9693,-88.3578,89
Petronila,TX,Texas,27.6713,-97.6322,89
Siasconset,MA,Massachusetts,41.2636,-69.9718,89
Antimony,UT,Utah,38.103,-111.9823,89
Pattison,MS,Mississippi,31.8908,-90.8839,89
Slate Springs,MS,Mississippi,33.7417,-89.3752,89
Lund,NV,Nevada,38.8642,-115.0099,89
Jackson Junction,IA,Iowa,43.1014,-92.0462,89
Wardsboro,VT,Vermont,43.0435,-72.7889,89
Woodlawn Heights,IN,Indiana,40.1184,-85.6968,88
Warwick,ND,North Dakota,47.8547,-98.7056,88
Cornucopia,WI,Wisconsin,46.8566,-91.1082,88
Steinauer,NE,Nebraska,40.2073,-96.2329,88
Rulo,NE,Nebraska,40.0518,-95.4301,88
Golva,ND,North Dakota,46.7347,-103.9829,88
Nondalton,AK,Alaska,59.9711,-154.8627,88
Alleene,AR,Arkansas,33.7648,-94.2622,88
Casmalia,CA,California,34.8378,-120.5309,88
Beaver,AK,Alaska,66.383,-147.3219,88
Englewood,KS,Kansas,37.0405,-99.9876,88
Tennessee,IL,Illinois,40.4114,-90.8363,88
Butte,ND,North Dakota,47.837,-100.6658,88
Filley,NE,Nebraska,40.2851,-96.5339,88
Lithium,MO,Missouri,37.8322,-89.8832,88
Lucien,OK,Oklahoma,36.2747,-97.4551,88
Hungerford,TX,Texas,29.404,-96.0837,88
Vernonburg,GA,Georgia,31.9637,-81.1259,88
Blodgett Landing,NH,New Hampshire,43.3757,-72.0392,88
Maverick Mountain,MT,Montana,45.4182,-113.1109,88
La Grande,WA,Washington,46.8199,-122.2962,88
Silver Gate,MT,Montana,45.0198,-109.9829,88
Furnace Creek,CA,California,36.4277,-116.8747,88
El Dara,IL,Illinois,39.6227,-90.9917,88
Long Barn,CA,California,38.0957,-120.1285,88
Smithville,OK,Oklahoma,34.4689,-94.6461,88
Garrison,MT,Montana,46.5259,-112.8205,88
Proctor,TX,Texas,31.9867,-98.4304,87
Ozan,AR,Arkansas,33.848,-93.7203,87
Reubens,ID,Idaho,46.3229,-116.5429,87
Wingate,TX,Texas,32.0455,-100.104,87
Orin,WY,Wyoming,42.6505,-105.1826,87
Cokedale,CO,Colorado,37.1444,-104.6216,87
Vivian,SD,South Dakota,43.9273,-100.3011,87
Opal,WY,Wyoming,41.768,-110.3242,87
New Bavaria,OH,Ohio,41.2037,-84.1674,87
Toco,TX,Texas,33.6539,-95.6492,87
Blandville,KY,Kentucky,36.9441,-88.9646,87
Wiota,IA,Iowa,41.4007,-94.8872,87
Sanford,VA,Virginia,37.9299,-75.662,87
Mooresville,AL,Alabama,34.6257,-86.8802,87
Whitharral,TX,Texas,33.7391,-102.3278,87
Downey,IA,Iowa,41.612,-91.3472,87
North Westminster,VT,Vermont,43.1219,-72.4554,87
West Chester,IA,Iowa,41.34,-91.8169,87
Crows Nest,IN,Indiana,39.8566,-86.1691,87
Baileyville,PA,Pennsylvania,40.711,-77.9924,87
Climbing Hill,IA,Iowa,42.3394,-96.0811,86
Salesville,OH,Ohio,39.9742,-81.3365,86
Lake City,CA,California,41.646,-120.2255,86
Hickory Valley,TN,Tennessee,35.155,-89.126,86
Twin Lakes,OK,Oklahoma,35.8679,-97.6653,86
Pompeys Pillar,MT,Montana,45.9906,-107.9504,86
Hibernia,NJ,New Jersey,40.9423,-74.5011,86
Fowler,IL,Illinois,40.0088,-91.2578,86
Lake Henry,MN,Minnesota,45.462,-94.7965,86
St. Clement,MO,Missouri,39.2829,-91.2098,86
Bingham,IL,Illinois,39.1122,-89.2137,86
Weeksville,MT,Montana,47.5309,-115.0083,86
Montpelier,ND,North Dakota,46.6987,-98.5884,86
Maple City,MI,Michigan,44.8556,-85.8573,86
Stafford,OH,Ohio,39.7124,-81.2766,86
Free Union,VA,Virginia,38.1539,-78.5594,86
Montaqua,MT,Montana,45.5072,-108.9087,86
Bache,OK,Oklahoma,34.8942,-95.6506,86
Pine Grove,OR,Oregon,45.1135,-121.3553,86
Valmy,NV,Nevada,40.7908,-117.1266,85
Folsom,NM,New Mexico,36.8478,-103.9176,85
Strawn,IL,Illinois,40.6537,-88.3999,85
Quamba,MN,Minnesota,45.9155,-93.1752,85
Rainsburg,PA,Pennsylvania,39.8956,-78.5174,85
Rozel,KS,Kansas,38.1954,-99.4032,85
Conway,MI,Michigan,45.4188,-84.8634,85
Hague,ND,North Dakota,46.0289,-99.9991,85
Manchester,OK,Oklahoma,36.9945,-98.0351,85
Segundo,CO,Colorado,37.1225,-104.7395,85
Gratz,KY,Kentucky,38.4719,-84.9471,85
Whiteside,MO,Missouri,39.1842,-91.0168,85
Turtle River,MN,Minnesota,47.5882,-94.7581,85
Truxton,AZ,Arizona,35.487,-113.5607,85
Mizpah,MN,Minnesota,47.9209,-94.2132,85
Pawnee,TX,Texas,28.6483,-98.0083,85
Strang,OK,Oklahoma,36.4123,-95.1347,85
Kendrick,OK,Oklahoma,35.7853,-96.7755,85
Pelkie,MI,Michigan,46.8124,-88.6373,85
Sciota,IL,Illinois,40.5626,-90.748,85
Couderay,WI,Wisconsin,45.7976,-91.3005,85
Blackey,KY,Kentucky,37.139,-82.9811,85
Edmonson,TX,Texas,34.2791,-101.8967,85
Whipholt,MN,Minnesota,47.0436,-94.386,85
Hamlin,KS,Kansas,39.9156,-95.6275,85
Niota,IL,Illinois,40.6155,-91.288,85
Prescott,OR,Oregon,46.0487,-122.8879,85
Winstonville,MS,Mississippi,33.9123,-90.7528,85
Ahmeek,MI,Michigan,47.2985,-88.3971,85
Ulmer,SC,South Carolina,33.0987,-81.208,85
Anvik,AK,Alaska,62.6541,-160.214,85
Driscoll,ND,North Dakota,46.8427,-100.1439,85
Byron,NE,Nebraska,40.0048,-97.7686,85
East Rochester,OH,Ohio,40.7495,-81.0401,85
Sylvanite,MT,Montana,48.7063,-115.8741,85
Big Pool,MD,Maryland,39.6251,-78.0161,85
Basco,IL,Illinois,40.3278,-91.1996,85
Helvetia,WV,West Virginia,38.7058,-80.1993,84
Goff,KS,Kansas,39.6641,-95.9317,84
Burtrum,MN,Minnesota,45.8658,-94.6874,84
Sylvester,TX,Texas,32.7221,-100.2507,84
Reynolds,NE,Nebraska,40.0598,-97.3359,84
Novice,TX,Texas,31.9872,-99.6253,84
Graham,AL,Alabama,33.4552,-85.323,84
Williamstown,MO,Missouri,40.2409,-91.7977,84
Blue Springs,AL,Alabama,31.6635,-85.5035,84
Genola,MN,Minnesota,45.9653,-94.1129,84
Pine Grove,WA,Washington,48.6501,-118.6839,84
Sierra City,CA,California,39.574,-120.6297,84
Goodmanville,CA,California,35.4348,-118.939,84
Encino,NM,New Mexico,34.6518,-105.4586,84
Keystone,WV,West Virginia,37.4158,-81.4463,84
Albion,OK,Oklahoma,34.6622,-95.0993,84
Douds,IA,Iowa,40.8438,-92.0764,84
Zeeland,ND,North Dakota,45.9731,-99.8325,84
Edinburg,MO,Missouri,40.0811,-93.6898,84
New Trier,MN,Minnesota,44.6038,-92.9329,84
West Kootenai,MT,Montana,48.9652,-115.2213,84
Moccasin,AZ,Arizona,36.9099,-112.7546,84
Frisbee,MO,Missouri,36.3516,-90.0299,84
Lynndyl,UT,Utah,39.5085,-112.3933,84
Hessville,OH,Ohio,41.4031,-83.243,84
Joes,CO,Colorado,39.6559,-102.6786,84
Amanda Park,WA,Washington,47.4532,-123.9194,84
Watkins,IA,Iowa,41.8931,-91.985,84
Fox Lake,MT,Montana,47.6858,-104.6331,84
Celeryville,OH,Ohio,41.0287,-82.7273,84
Ramona,KS,Kansas,38.5979,-97.0637,83
Burfordville,MO,Missouri,37.3677,-89.8097,83
Higden,AR,Arkansas,35.5667,-92.2049,83
Prospect,TN,Tennessee,35.0219,-86.999,83
Rossie,IA,Iowa,43.0137,-95.1886,83
Rose Farm,OH,Ohio,39.7359,-82.0779,83
Patmos,AR,Arkansas,33.5112,-93.5679,83
Speed,NC,North Carolina,35.9685,-77.4442,83
Chain-O-Lakes,MO,Missouri,36.5341,-93.7244,83
Blountsville,IN,Indiana,40.0598,-85.2384,83
Kirby,WY,Wyoming,43.8033,-108.181,83
Naper,NE,Nebraska,42.9642,-99.097,83
Taylors Island,MD,Maryland,38.4734,-76.3128,83
Loco,OK,Oklahoma,34.3297,-97.6807,83
Trout,LA,Louisiana,31.6967,-92.1797,83
Cullison,KS,Kansas,37.6303,-98.9054,83
Rose Hill,IL,Illinois,39.1042,-88.1497,83
Pronghorn,OR,Oregon,44.1881,-121.1817,83
Learned,MS,Mississippi,32.1972,-90.5486,83
Kilgore,NE,Nebraska,42.9391,-100.9573,83
Herbster,WI,Wisconsin,46.8422,-91.2419,83
Cyr,MT,Montana,47.0002,-114.5879,83
Ledyard,IA,Iowa,43.4192,-94.1593,83
White Earth,ND,North Dakota,48.3799,-102.7718,83
Brock,NE,Nebraska,40.4804,-95.9601,83
Pawleys Island,SC,South Carolina,33.4269,-79.1246,83
Springwater Colony,MT,Montana,46.4569,-109.7532,83
Happys Inn,MT,Montana,48.0638,-115.135,83
Duffield,VA,Virginia,36.7196,-82.796,83
Gulkana,AK,Alaska,62.2155,-145.4449,83
Blackgum,OK,Oklahoma,35.6112,-94.99,83
Mazie,OK,Oklahoma,36.1425,-95.3303,83
Pilot Point,AK,Alaska,57.5585,-157.6798,83
Hoyt,OK,Oklahoma,35.268,-95.3002,83
Colon,NE,Nebraska,41.2981,-96.6069,83
Whiteash,IL,Illinois,37.7853,-88.9294,83
Mammoth,WY,Wyoming,44.9733,-110.6931,83
Orient,WA,Washington,48.8637,-118.2059,82
Gardner,CO,Colorado,37.7889,-105.1644,82
California,KY,Kentucky,38.9184,-84.2636,82
Junction,IL,Illinois,37.7234,-88.2381,82
Needham,AL,Alabama,31.987,-88.3366,82
Marseilles,OH,Ohio,40.7011,-83.3924,82
Union Level,VA,Virginia,36.7071,-78.2319,82
Triumph,IL,Illinois,41.4994,-89.0199,82
Whitmer,WV,West Virginia,38.8149,-79.5451,82
Toronto,IA,Iowa,41.903,-90.8629,82
Newburg,ND,North Dakota,48.7139,-100.9127,82
Holt,MN,Minnesota,48.2929,-96.1945,82
Maiden Rock,WI,Wisconsin,44.5659,-92.3082,82
Batesland,SD,South Dakota,43.1278,-102.1017,82
Olivet,SD,South Dakota,43.243,-97.6747,82
Bear Grass,NC,North Carolina,35.7664,-77.129,82
Dutch Neck,NJ,New Jersey,39.4017,-75.2787,82
McLean,NE,Nebraska,42.3861,-97.4682,82
Post Mountain,CA,California,40.416,-123.2316,82
Vining,IA,Iowa,41.991,-92.3873,82
Port Colden,NJ,New Jersey,40.7661,-74.9548,82
Round Top,TX,Texas,30.0639,-96.6957,81
Coronaca,SC,South Carolina,34.2595,-82.0969,81
Donnybrook,ND,North Dakota,48.5077,-101.8868,81
Whitewater,MO,Missouri,37.2368,-89.7978,81
Strandquist,MN,Minnesota,48.4894,-96.4479,81
Fairfield,UT,Utah,40.2462,-112.0842,81
Nimmons,AR,Arkansas,36.3062,-90.0951,81
Hendrix,OK,Oklahoma,33.7753,-96.4072,81
Parcoal,WV,West Virginia,38.4604,-80.3731,81
Blue Eye,AR,Arkansas,36.4966,-93.3977,81
Hallett,OK,Oklahoma,36.2319,-96.5679,81
Flaming Gorge,UT,Utah,40.8889,-109.4751,81
Hazel Green,KY,Kentucky,37.7999,-83.4173,81
Roe,AR,Arkansas,34.6311,-91.3861,81
Goodenow,IL,Illinois,41.3922,-87.6397,81
Kirk,CO,Colorado,39.6127,-102.592,81
Clayville,RI,Rhode Island,41.7734,-71.6854,81
Escudilla Bonita,NM,New Mexico,34.1122,-109.0231,81
Oto,IA,Iowa,42.2821,-95.8944,81
West Union,MN,Minnesota,45.7965,-95.0925,81
Websters Crossing,NY,New York,42.6662,-77.6367,81
Vining,KS,Kansas,39.5674,-97.2937,80
Cedar Springs,GA,Georgia,31.1873,-85.0324,80
Lowes,KY,Kentucky,36.8828,-88.7706,80
Goodyears Bar,CA,California,39.5459,-120.888,80
Mutual,OH,Ohio,40.0795,-83.6368,80
McIntire,IA,Iowa,43.436,-92.5936,80
Woodlawn,AR,Arkansas,33.9668,-92.0452,80
Collyer,KS,Kansas,39.0372,-100.1184,80
Strandburg,SD,South Dakota,45.0441,-96.7604,80
Springlake,TX,Texas,34.2317,-102.3057,80
Mercer,TN,Tennessee,35.4745,-89.0394,80
Briarwood,ND,North Dakota,46.787,-96.7949,80
Crozier,AZ,Arizona,35.4227,-113.6487,80
Columbus,IL,Illinois,39.9883,-91.1456,80
Belmar,NE,Nebraska,41.3055,-101.9347,80
Sherwood,TN,Tennessee,35.0749,-85.9259,80
Antioch,OH,Ohio,39.661,-81.0669,80
Catarina,TX,Texas,28.3499,-99.6161,80
Encino,TX,Texas,26.9364,-98.1152,80
Bogota,TN,Tennessee,36.162,-89.439,80
Lost Springs,KS,Kansas,38.5665,-96.9658,80
Raub,IN,Indiana,40.7294,-87.4897,80
McKay,OR,Oregon,45.4923,-118.6842,80
Green Valley,WI,Wisconsin,44.7969,-88.2682,80
Lawson,AR,Arkansas,33.1999,-92.4878,80
Harman,WV,West Virginia,38.9211,-79.5245,80
Pekin,ND,North Dakota,47.7919,-98.3278,80
Fittstown,OK,Oklahoma,34.6091,-96.6405,80
Salineno North,TX,Texas,26.5254,-99.0906,80
Fontanelle,NE,Nebraska,41.5383,-96.4271,80
Tightwad,MO,Missouri,38.3096,-93.5466,80
Rock Creek Park,CO,Colorado,38.7011,-104.8347,80
Melvina,WI,Wisconsin,43.8024,-90.7815,80
Cave Spring,OK,Oklahoma,35.7292,-94.7577,80
Old Ripley,IL,Illinois,38.8927,-89.5722,79
Jacksonburg,WV,West Virginia,39.5304,-80.6404,79
Whippoorwill,OK,Oklahoma,36.9123,-96.1288,79
Numa,IA,Iowa,40.6853,-92.9803,79
Northwest Stanwood,WA,Washington,48.2624,-122.3501,79
Oberon,ND,North Dakota,47.9242,-99.2059,79
Epping,ND,North Dakota,48.2817,-103.3579,79
Richville,MN,Minnesota,46.506,-95.6263,79
Fort Ripley,MN,Minnesota,46.169,-94.363,79
Hope,AK,Alaska,60.8924,-149.6352,79
Edmond,KS,Kansas,39.6272,-99.8199,79
Hayward,MO,Missouri,36.3959,-89.6669,79
Neskowin,OR,Oregon,45.1208,-123.9766,79
Bejou,MN,Minnesota,47.4429,-95.9727,79
Branchville,CT,Connecticut,41.268,-73.4433,79
Horseshoe Beach,FL,Florida,29.4495,-83.2821,79
Markham,WA,Washington,46.915,-123.9823,79
Daisy,AR,Arkansas,34.2349,-93.7405,79
Kathryn,ND,North Dakota,46.6812,-97.9704,79
Tebbetts,MO,Missouri,38.6192,-91.9589,79
Bartow,WV,West Virginia,38.5422,-79.7859,79
Maxatawny,PA,Pennsylvania,40.5413,-75.6919,79
Liberty,KS,Kansas,37.1564,-95.5977,78
Harrison City,PA,Pennsylvania,40.3547,-79.6502,78
Forestburg,SD,South Dakota,44.0212,-98.1032,78
Pheba,MS,Mississippi,33.5835,-88.9494,78
Mountain View,NM,New Mexico,32.2288,-107.7462,78
